Team 1,Team 2,Player Full Name,Player,KD,KD Diff,ADR,KAST,Rating,Player Full Name,Player,KD,KD Diff,ADR,KAST,Rating
"FURIA
                    
                    2","Renegades
                    
                    0",Yuri 'yuurih' Santos,yuurih,40-25,+15,80.7,94.2%,1.42,,,,,,,
"FURIA
                    
                    2","Renegades
                    
                    0",Vinicius 'VINI' Figueiredo,VINI,35-33,+2,73.5,73.1%,1.08,,,,,,,
"FURIA
                    
                    2","Renegades
                    
                    0",Andrei 'arT' Piovezan,arT,34-32,+2,69.1,67.3%,1.08,,,,,,,
"FURIA
                    
                    2","Renegades
                    
                    0",Lucas 'honda' Cano,honda,28-31,-3,62.9,75.0%,0.93,Simon 'Sico' Williams,Sico,43-35,+8,83.6,67.3%,1.14
"FURIA
                    
                    2","Renegades
                    
                    0",Lucas 'honda' Cano,honda,28-31,-3,62.9,75.0%,0.93,Joshua 'INS' Potter,INS,32-37,-5,70.7,63.5%,0.92
"FURIA
                    
                    2","Renegades
                    
                    0",Lucas 'honda' Cano,honda,28-31,-3,62.9,75.0%,0.93,Alistair 'aliStair' Johnston,aliStair,29-38,-9,62.0,63.5%,0.88
"FURIA
                    
                    2","Renegades
                    
                    0",Lucas 'honda' Cano,honda,28-31,-3,62.9,75.0%,0.93,Jordan 'Hatz' Bajic,Hatz,22-38,-16,59.2,69.2%,0.78
"FURIA
                    
                    2","Renegades
                    
                    0",Lucas 'honda' Cano,honda,28-31,-3,62.9,75.0%,0.93,Liam 'malta' Schembri,malta,26-41,-15,61.9,75.0%,0.78
"Complexity
                    
                    1","Virtus.pro
                    
                    2",Benjamin 'blameF' Bremer,blameF,69-47,+22,86.7,71.8%,1.31,,,,,,,
"Complexity
                    
                    1","Virtus.pro
                    
                    2",Justin 'jks' Savage,jks,53-48,+5,72.5,70.6%,1.06,,,,,,,
"Complexity
                    
                    1","Virtus.pro
                    
                    2",Kristian 'k0nfig' Wienecke,k0nfig,53-54,-1,72.4,68.2%,1.03,,,,,,,
"Complexity
                    
                    1","Virtus.pro
                    
                    2",William 'RUSH' Wierzba,RUSH,45-48,-3,55.6,76.5%,0.96,,,,,,,
"Complexity
                    
                    1","Virtus.pro
                    
                    2",Valentin 'poizon' Vasilev,poizon,47-50,-3,67.7,71.8%,0.94,Dzhami 'Jame' Ali,Jame,55-46,+9,73.2,74.1%,1.14
"Complexity
                    
                    1","Virtus.pro
                    
                    2",Valentin 'poizon' Vasilev,poizon,47-50,-3,67.7,71.8%,0.94,Alexey 'Qikert' Golubev,Qikert,62-57,+5,84.6,70.6%,1.13
"Complexity
                    
                    1","Virtus.pro
                    
                    2",Valentin 'poizon' Vasilev,poizon,47-50,-3,67.7,71.8%,0.94,Mareks 'YEKINDAR' Gaļinskis,YEKINDAR,58-57,+1,77.3,64.7%,1.12
"Complexity
                    
                    1","Virtus.pro
                    
                    2",Valentin 'poizon' Vasilev,poizon,47-50,-3,67.7,71.8%,0.94,Timur 'buster' Tulepov,buster,40-46,-6,51.0,62.4%,0.85
"Complexity
                    
                    1","Virtus.pro
                    
                    2",Valentin 'poizon' Vasilev,poizon,47-50,-3,67.7,71.8%,0.94,Sanjar 'SANJI' Kuliev,SANJI,30-62,-32,46.4,58.8%,0.60
"G2
                    
                    2","BIG
                    
                    1",Nikola 'NiKo' Kovač,NiKo,46-29,+17,83.7,73.8%,1.31,,,,,,,
"G2
                    
                    2","BIG
                    
                    1",Nemanja 'nexa' Isaković,nexa,40-31,+9,80.5,73.8%,1.22,,,,,,,
"G2
                    
                    2","BIG
                    
                    1",Nemanja 'huNter-' Kovač,huNter-,48-40,+8,86.0,72.1%,1.19,,,,,,,
"G2
                    
                    2","BIG
                    
                    1",Audric 'JACKZ' Jug,JACKZ,40-38,+2,70.7,77.0%,1.15,,,,,,,
"G2
                    
                    2","BIG
                    
                    1",François 'AMANEK' Delaunay,AMANEK,35-33,+2,55.9,65.6%,1.02,Florian 'syrsoN' Rische,syrsoN,36-41,-5,60.4,60.7%,0.92
"G2
                    
                    2","BIG
                    
                    1",François 'AMANEK' Delaunay,AMANEK,35-33,+2,55.9,65.6%,1.02,Nils 'k1to' Gruhne,k1to,40-45,-5,76.9,67.2%,0.92
"G2
                    
                    2","BIG
                    
                    1",François 'AMANEK' Delaunay,AMANEK,35-33,+2,55.9,65.6%,1.02,Tizian 'tiziaN' Feldbusch,tiziaN,33-39,-6,63.3,63.9%,0.84
"G2
                    
                    2","BIG
                    
                    1",François 'AMANEK' Delaunay,AMANEK,35-33,+2,55.9,65.6%,1.02,Ismailcan 'XANTARES' Dörtkardeş,XANTARES,32-43,-11,69.0,67.2%,0.83
"G2
                    
                    2","BIG
                    
                    1",François 'AMANEK' Delaunay,AMANEK,35-33,+2,55.9,65.6%,1.02,Johannes 'tabseN' Wodarz,tabseN,23-43,-20,57.8,60.7%,0.68
"Liquid
                    
                    2","MOUZ
                    
                    1",Keith 'NAF' Markovic,NAF,73-62,+11,84.3,71.7%,1.18,,,,,,,
"Liquid
                    
                    2","MOUZ
                    
                    1",Jake 'Stewie2K' Yip,Stewie2K,73-73,0,77.8,68.9%,1.10,,,,,,,
"Liquid
                    
                    2","MOUZ
                    
                    1",Jonathan 'EliGE' Jablonowski,EliGE,72-75,-3,78.9,70.8%,1.06,,,,,,,
"Liquid
                    
                    2","MOUZ
                    
                    1",Gabriel 'FalleN' Toledo,FalleN,70-70,0,69.4,71.7%,1.06,,,,,,,
"Liquid
                    
                    2","MOUZ
                    
                    1",Michael 'Grim' Wince,Grim,66-65,+1,56.5,76.4%,0.95,Robin 'ropz' Kool,ropz,90-62,+28,85.5,69.8%,1.29
"Liquid
                    
                    2","MOUZ
                    
                    1",Michael 'Grim' Wince,Grim,66-65,+1,56.5,76.4%,0.95,Frederik 'acoR' Gyldstrand,acoR,70-66,+4,69.5,76.4%,1.06
"Liquid
                    
                    2","MOUZ
                    
                    1",Michael 'Grim' Wince,Grim,66-65,+1,56.5,76.4%,0.95,Aurimas 'Bymas' Pipiras,Bymas,61-70,-9,68.0,69.8%,0.96
"Liquid
                    
                    2","MOUZ
                    
                    1",Michael 'Grim' Wince,Grim,66-65,+1,56.5,76.4%,0.95,David 'frozen' Čerňanský,frozen,66-79,-13,78.6,64.2%,0.95
"Liquid
                    
                    2","MOUZ
                    
                    1",Michael 'Grim' Wince,Grim,66-65,+1,56.5,76.4%,0.95,Christopher 'dexter' Nong,dexter,57-77,-20,64.0,63.2%,0.83
"Ninjas in Pyjamas
                    
                    1","Gambit
                    
                    2",Fredrik 'REZ' Sterner,REZ,43-49,-6,76.5,66.2%,0.99,,,,,,,
"Ninjas in Pyjamas
                    
                    1","Gambit
                    
                    2",Hampus 'hampus' Poser,hampus,39-55,-16,72.2,53.5%,0.82,,,,,,,
"Ninjas in Pyjamas
                    
                    1","Gambit
                    
                    2",Linus 'LNZ' Holtäng,LNZ,33-40,-7,50.8,64.8%,0.80,,,,,,,
"Ninjas in Pyjamas
                    
                    1","Gambit
                    
                    2",Nicolas 'Plopski' Gonzalez Zamora,Plopski,42-49,-7,62.5,60.6%,0.79,,,,,,,
"Ninjas in Pyjamas
                    
                    1","Gambit
                    
                    2",Nicolai 'device' Reedtz,device,32-51,-19,54.1,57.7%,0.71,Dmitry 'sh1ro' Sokolov,sh1ro,51-27,+24,79.4,81.7%,1.40
"Ninjas in Pyjamas
                    
                    1","Gambit
                    
                    2",Nicolai 'device' Reedtz,device,32-51,-19,54.1,57.7%,0.71,Vladislav 'nafany' Gorshkov,nafany,56-45,+11,85.0,78.9%,1.36
"Ninjas in Pyjamas
                    
                    1","Gambit
                    
                    2",Nicolai 'device' Reedtz,device,32-51,-19,54.1,57.7%,0.71,Abay 'HObbit' Khassenov,HObbit,55-39,+16,88.0,74.6%,1.27
"Ninjas in Pyjamas
                    
                    1","Gambit
                    
                    2",Nicolai 'device' Reedtz,device,32-51,-19,54.1,57.7%,0.71,Sergey 'Ax1Le' Rykhtorov,Ax1Le,49-40,+9,73.9,73.2%,1.12
"Ninjas in Pyjamas
                    
                    1","Gambit
                    
                    2",Nicolai 'device' Reedtz,device,32-51,-19,54.1,57.7%,0.71,Timofey 'interz' Yakushin,interz,33-39,-6,50.1,71.8%,0.86
"Heroic
                    
                    2","Spirit
                    
                    1",René 'TeSeS' Madsen,TeSeS,78-64,+14,83.6,72.4%,1.23,,,,,,,
"Heroic
                    
                    2","Spirit
                    
                    1",Casper 'cadiaN' Møller,cadiaN,72-60,+12,76.4,67.3%,1.15,,,,,,,
"Heroic
                    
                    2","Spirit
                    
                    1",Rasmus 'sjuush' Beck,sjuush,68-65,+3,80.2,68.4%,1.07,,,,,,,
"Heroic
                    
                    2","Spirit
                    
                    1",Martin 'stavn' Lund,stavn,64-74,-10,81.4,75.5%,1.03,,,,,,,
"Heroic
                    
                    2","Spirit
                    
                    1",Ismail 'refrezh' Ali,refrezh,53-65,-12,53.7,66.3%,0.82,Abdul 'degster' Gasanov,degster,88-51,+37,79.7,76.5%,1.34
"Heroic
                    
                    2","Spirit
                    
                    1",Ismail 'refrezh' Ali,refrezh,53-65,-12,53.7,66.3%,0.82,Nikolay 'mir' Bityukov,mir,77-65,+12,89.1,68.4%,1.20
"Heroic
                    
                    2","Spirit
                    
                    1",Ismail 'refrezh' Ali,refrezh,53-65,-12,53.7,66.3%,0.82,Leonid 'chopper' Vishnyakov,chopper,63-67,-4,68.5,65.3%,0.95
"Heroic
                    
                    2","Spirit
                    
                    1",Ismail 'refrezh' Ali,refrezh,53-65,-12,53.7,66.3%,0.82,Viktor 'sdy' Orudzhev,sdy,57-73,-16,73.5,67.3%,0.95
"Heroic
                    
                    2","Spirit
                    
                    1",Ismail 'refrezh' Ali,refrezh,53-65,-12,53.7,66.3%,0.82,Boris 'magixx' Vorobiev,magixx,41-80,-39,53.7,61.2%,0.69
"Astralis
                    
                    2","FaZe
                    
                    0",Lukas 'gla1ve' Rossander,gla1ve,64-49,+15,83.6,76.3%,1.23,,,,,,,
"Astralis
                    
                    2","FaZe
                    
                    0",Emil 'Magisk' Reif,Magisk,62-48,+14,84.1,73.7%,1.23,,,,,,,
"Astralis
                    
                    2","FaZe
                    
                    0",Andreas 'Xyp9x' Højsleth,Xyp9x,52-49,+3,82.5,75.0%,1.13,,,,,,,
"Astralis
                    
                    2","FaZe
                    
                    0",Lucas 'Bubzkji' Andersen,Bubzkji,45-52,-7,72.1,73.7%,0.97,,,,,,,
"Astralis
                    
                    2","FaZe
                    
                    0",Peter 'dupreeh' Rasmussen,dupreeh,47-45,+2,66.0,65.8%,0.96,Russel 'Twistzz' Van Dulken,Twistzz,64-52,+12,91.5,73.7%,1.26
"Astralis
                    
                    2","FaZe
                    
                    0",Peter 'dupreeh' Rasmussen,dupreeh,47-45,+2,66.0,65.8%,0.96,Helvijs 'broky' Saukants,broky,48-52,-4,66.9,75.0%,1.03
"Astralis
                    
                    2","FaZe
                    
                    0",Peter 'dupreeh' Rasmussen,dupreeh,47-45,+2,66.0,65.8%,0.96,Olof 'olofmeister' Kajbjer,olofmeister,52-52,0,65.7,63.2%,0.96
"Astralis
                    
                    2","FaZe
                    
                    0",Peter 'dupreeh' Rasmussen,dupreeh,47-45,+2,66.0,65.8%,0.96,Håvard 'rain' Nygaard,rain,42-56,-14,67.9,67.1%,0.89
"Astralis
                    
                    2","FaZe
                    
                    0",Peter 'dupreeh' Rasmussen,dupreeh,47-45,+2,66.0,65.8%,0.96,Finn 'karrigan' Andersen,karrigan,37-60,-23,59.9,64.5%,0.82
"Natus Vincere
                    
                    2","Renegades
                    
                    1",Oleksandr 's1mple' Kostyliev,s1mple,76-35,+41,99.6,76.5%,1.68,,,,,,,
"Natus Vincere
                    
                    2","Renegades
                    
                    1",Denis 'electroNic' Sharipov,electroNic,60-42,+18,95.3,79.4%,1.42,,,,,,,
"Natus Vincere
                    
                    2","Renegades
                    
                    1",Ilya 'Perfecto' Zalutskiy,Perfecto,38-34,+4,73.9,80.9%,1.15,,,,,,,
"Natus Vincere
                    
                    2","Renegades
                    
                    1",Valeriy 'b1t' Vakhovskiy,b1t,41-42,-1,73.3,76.5%,1.09,,,,,,,
"Natus Vincere
                    
                    2","Renegades
                    
                    1",Kirill 'Boombl4' Mikhailov,Boombl4,34-40,-6,60.0,66.2%,0.91,Alistair 'aliStair' Johnston,aliStair,50-48,+2,71.5,67.6%,1.08
"Natus Vincere
                    
                    2","Renegades
                    
                    1",Kirill 'Boombl4' Mikhailov,Boombl4,34-40,-6,60.0,66.2%,0.91,Joshua 'INS' Potter,INS,37-50,-13,67.9,63.2%,0.87
"Natus Vincere
                    
                    2","Renegades
                    
                    1",Kirill 'Boombl4' Mikhailov,Boombl4,34-40,-6,60.0,66.2%,0.91,Liam 'malta' Schembri,malta,38-50,-12,71.2,70.6%,0.83
"Natus Vincere
                    
                    2","Renegades
                    
                    1",Kirill 'Boombl4' Mikhailov,Boombl4,34-40,-6,60.0,66.2%,0.91,Simon 'Sico' Williams,Sico,39-50,-11,67.1,58.8%,0.79
"Natus Vincere
                    
                    2","Renegades
                    
                    1",Kirill 'Boombl4' Mikhailov,Boombl4,34-40,-6,60.0,66.2%,0.91,Jordan 'Hatz' Bajic,Hatz,28-51,-23,49.8,57.4%,0.62
"FURIA
                    
                    0","Vitality
                    
                    2",Kaike 'KSCERATO' Cerato,KSCERATO,43-36,+7,85.1,73.2%,1.17,,,,,,,
"FURIA
                    
                    0","Vitality
                    
                    2",Yuri 'yuurih' Santos,yuurih,41-37,+4,84.2,67.9%,1.02,,,,,,,
"FURIA
                    
                    0","Vitality
                    
                    2",Andrei 'arT' Piovezan,arT,38-41,-3,68.6,58.9%,0.97,,,,,,,
"FURIA
                    
                    0","Vitality
                    
                    2",Vinicius 'VINI' Figueiredo,VINI,34-38,-4,70.9,67.9%,0.95,,,,,,,
"FURIA
                    
                    0","Vitality
                    
                    2",Lucas 'honda' Cano,honda,17-41,-24,40.8,50.0%,0.53,Richard 'shox' Papillon,shox,41-32,+9,80.2,71.4%,1.21
"FURIA
                    
                    0","Vitality
                    
                    2",Lucas 'honda' Cano,honda,17-41,-24,40.8,50.0%,0.53,Mathieu 'ZywOo' Herbaut,ZywOo,44-33,+11,75.1,71.4%,1.17
"FURIA
                    
                    0","Vitality
                    
                    2",Lucas 'honda' Cano,honda,17-41,-24,40.8,50.0%,0.53,Jayson 'Kyojin' Nguyen Van,Kyojin,37-34,+3,70.9,66.1%,1.06
"FURIA
                    
                    0","Vitality
                    
                    2",Lucas 'honda' Cano,honda,17-41,-24,40.8,50.0%,0.53,Kévin 'misutaaa' Rabier,misutaaa,33-37,-4,67.8,62.5%,0.98
"FURIA
                    
                    0","Vitality
                    
                    2",Lucas 'honda' Cano,honda,17-41,-24,40.8,50.0%,0.53,Dan 'apEX' Madesclaire,apEX,36-38,-2,74.6,67.9%,0.98
"Virtus.pro
                    
                    0","BIG
                    
                    2",Mareks 'YEKINDAR' Gaļinskis,YEKINDAR,42-38,+4,80.7,71.9%,1.19,,,,,,,
"Virtus.pro
                    
                    0","BIG
                    
                    2",Timur 'buster' Tulepov,buster,38-38,0,78.8,73.7%,1.10,,,,,,,
"Virtus.pro
                    
                    0","BIG
                    
                    2",Alexey 'Qikert' Golubev,Qikert,40-42,-2,77.8,66.7%,1.01,,,,,,,
